ADC[mV],Beschleunigung_x[mg],Beschleunigung_y[mg],Beschleunigung_z[mg],Winkelgeschwindigkeit_x[mdeg/s],Winkelgeschwindigkeit_y[mdeg/s],Winkelgeschwindigkeit_z[mdeg/s],Magnetfeld_x[mT],Magnetfeld_y[mT],Magnetfeld_z[mT],Widerstand[A/(Vs)],Zeit[ms]
448,-1009,62,117,-6591,-8178,-4882,1,29,89,6987,84081
449,-1011,60,121,-5981,-854,-1098,1,29,89,6987,84086
447,-1009,52,113,-5737,-1098,3417,1,29,89,6987,84091
447,-1003,50,117,-6347,976,-1342,1,29,89,6987,84096
448,-1007,48,111,-3295,-2929,-6103,1,29,89,6987,84101
447,-998,50,115,-2563,2685,-7934,0,29,89,6989,84106
447,-996,46,117,-7934,-8911,-3540,0,29,89,6989,84111
447,-998,46,115,-4760,-3540,-5249,0,29,89,6989,84116
447,-996,50,109,-9887,-3295,-6713,0,29,89,6989,84121
447,-998,48,117,-7812,1342,-122,0,29,89,6989,84126
447,-992,50,113,-9155,-5371,-610,0,29,89,6989,84131
447,-990,50,115,-1708,-3906,-6347,0,29,89,6989,84136
447,-984,48,115,-2319,1342,-11108,1,29,89,6989,84141
447,-978,48,111,2807,-732,1953,1,29,89,6989,84146
448,-978,50,111,-976,244,-3662,1,29,89,6989,84151
448,-988,50,115,-7690,2197,-4516,1,29,89,6989,84156
448,-988,56,111,-244,-1708,-2563,1,29,89,6989,84161
448,-990,46,117,-5493,-2807,-5981,1,29,89,6989,84166
447,-994,50,117,-2197,-7202,-5615,1,29,89,6988,84171
449,-990,54,123,-1464,2929,-4638,1,29,89,6988,84176
447,-992,50,123,-4150,-5371,5126,1,29,89,6988,84181
448,-994,44,121,488,-2563,488,1,29,89,6988,84186
449,-988,48,125,-3662,-854,7202,1,29,89,6988,84191
447,-988,52,128,-732,2197,-1831,1,29,89,6988,84196
447,-990,50,125,-2319,366,4272,1,29,89,6988,84201
448,-986,54,121,-2319,-3051,-2929,1,29,90,6987,84206
447,-984,46,126,-5859,-610,732,1,29,90,6987,84211
446,-986,46,128,-1464,5371,5126,1,29,90,6987,84216
449,-992,48,119,-732,1342,-4394,1,29,90,6987,84221
447,-992,44,123,-1464,8666,-854,1,29,90,6987,84226
446,-994,46,123,-6958,1586,-1586,1,29,90,6987,84231
447,-996,46,121,610,-732,-2197,1,29,90,6987,84236
447,-998,50,121,-3051,-610,2563,1,30,89,6989,84241
447,-1005,48,119,-1586,3295,1831,1,30,89,6989,84246
447,-1007,50,125,-5371,-4394,-732,1,30,89,6989,84251
447,-1009,48,128,976,-3540,-2929,1,30,89,6989,84256
447,-1011,48,136,-366,-4272,-3784,1,30,89,6989,84261
448,-1017,46,128,-3784,-3540,4028,1,30,89,6989,84266
447,-1013,50,123,-3295,-6225,-4028,1,30,89,6989,84271
448,-1009,50,132,-1098,-7446,-4028,1,29,89,6988,84276
449,-996,54,130,-1831,2075,366,1,29,89,6988,84281
447,-998,60,128,-1464,2441,-1586,1,29,89,6988,84286
447,-1003,50,134,-3173,244,1220,1,29,89,6988,84291
447,-1003,56,134,-1708,-3417,-4394,1,29,89,6988,84296
447,-998,54,134,976,3662,366,1,29,89,6988,84301
449,-1005,52,136,-7324,3662,6469,1,29,89,6988,84306
447,-1005,56,138,6347,3662,-3417,1,30,90,6986,84311
447,-1007,52,142,-5249,-3540,-5615,1,30,90,6986,84316
447,-1000,48,132,122,976,2685,1,30,90,6986,84321
447,-1009,42,140,-1342,122,2441,1,30,90,6986,84326
448,-1003,56,136,-1098,610,-7080,1,30,90,6986,84331
448,-1000,48,144,-5615,-6103,-4028,1,30,90,6986,84336
447,-1005,54,136,-2807,976,-3051,1,30,90,6986,84341
447,-1003,58,130,0,-3906,-8300,0,29,89,6990,84346
447,-998,54,136,-7812,-5371,-1342,0,29,89,6990,84351
449,-1003,52,132,-610,5371,-2807,0,29,89,6990,84356
447,-1005,54,130,-6469,-1098,244,0,29,89,6990,84361
447,-1003,52,130,-5249,1953,4272,0,29,89,6990,84366
447,-1009,58,126,-5493,366,1708,0,29,89,6990,84371
447,-1005,54,126,-6103,-2441,3662,0,29,89,6990,84376
447,-1007,54,132,-6835,-2197,-3540,0,30,90,6990,84381
447,-1017,52,126,-4638,-122,-7080,0,30,90,6990,84386
448,-1009,50,125,-6225,-2197,4394,0,30,90,6990,84391
447,-1013,42,130,-5004,-854,-1586,0,30,90,6990,84396
447,-1017,44,125,488,-4150,-3540,0,30,90,6990,84401
448,-1015,46,125,-122,-244,-2685,0,30,90,6990,84406
448,-1023,42,128,-5371,244,-2685,1,28,90,6988,84411
449,-1021,44,130,-1098,-1708,4394,1,28,90,6988,84416
449,-1017,42,132,488,-4638,-7934,1,28,90,6988,84421
447,-1019,39,125,-976,-7324,-610,1,28,90,6988,84426
447,-1007,42,123,2929,-2929,-244,1,28,90,6988,84431
447,-1011,39,125,6713,2319,8544,1,28,90,6988,84436
448,-1005,44,128,1098,-6103,1831,1,28,90,6988,84441
447,-1003,50,130,6591,-5615,2685,1,28,89,6987,84446
447,-1003,46,128,5737,-5615,-122,1,28,89,6987,84451
448,-998,41,128,610,-2197,-366,1,28,89,6987,84456
447,-992,42,130,-3662,-3051,854,1,28,89,6987,84461
447,-994,41,130,8300,-2685,-6958,1,28,89,6987,84466
447,-1005,41,130,5859,-3051,-9643,1,28,89,6987,84471
448,-1000,44,128,-488,-10009,-6958,1,28,89,6987,84476
448,-1000,46,136,3173,-2319,1342,0,29,90,6988,84481
449,-1000,42,134,-5004,-6103,-2075,0,29,90,6988,84486
448,-998,42,146,-1831,0,2563,0,29,90,6988,84491
447,-1001,41,134,854,-2075,11596,0,29,90,6988,84496
448,-1000,41,144,2197,-976,4394,0,29,90,6988,84501
447,-998,42,128,3540,-1342,1220,0,29,90,6988,84506
448,-1000,41,138,5615,1953,-2563,0,29,90,6988,84511
447,-998,44,142,4028,-854,-366,1,30,89,6987,84516
447,-998,50,140,5493,-2685,3295,1,30,89,6987,84521
448,-996,48,142,4150,-4516,-122,1,30,89,6987,84526
448,-1007,46,144,4272,-1220,6958,1,30,89,6987,84531
447,-1005,44,146,-854,-1464,7324,1,30,89,6987,84536
447,-998,50,156,4150,-6103,-122,1,30,89,6987,84541
448,-1003,44,150,854,-4516,-3295,1,30,89,6987,84546
448,-1009,44,156,7568,-3295,3417,0,30,90,6987,84551
447,-1007,42,152,-610,-244,5615,0,30,90,6987,84556
447,-1011,42,160,5249,-1953,-1342,0,30,90,6987,84561
448,-1005,44,154,2807,-488,3662,0,30,90,6987,84566
449,-1003,44,152,4760,4150,-5371,0,30,90,6987,84571
448,-998,48,150,-3906,-5859,-2685,0,30,90,6987,84576
447,-986,48,150,1342,-1098,-488,0,30,90,6987,84581
446,-994,46,148,-244,0,3173,0,29,89,6989,84586
448,-982,50,144,3540,1953,1220,0,29,89,6989,84591
448,-980,50,144,-2807,976,5126,0,29,89,6989,84596
449,-986,50,146,-488,-5615,-7568,0,29,89,6989,84601
447,-982,48,144,610,-488,1586,0,29,89,6989,84606
447,-986,54,156,6835,2441,2319,0,29,89,6989,84611
448,-998,52,144,488,3906,4760,0,29,89,6989,84616
448,-996,54,152,3540,-2685,3051,0,29,89,6987,84621
447,-1001,44,156,-1464,-2563,2807,0,29,89,6987,84626
447,-1009,52,156,5371,854,3051,0,29,89,6987,84631
448,-1009,41,148,4272,-610,732,0,29,89,6987,84636
447,-1009,42,154,2929,-5493,-2319,0,29,89,6987,84641
447,-1009,48,148,4028,3295,366,0,29,89,6987,84646
447,-1015,41,144,-3295,-1220,-5004,0,29,89,6987,84651
448,-1009,35,146,5126,244,-488,0,28,90,6987,84656
450,-1005,44,146,-1342,-1464,122,0,28,90,6987,84661
447,-1003,39,144,854,2075,-610,0,28,90,6987,84666
447,-1003,41,146,610,-488,-4028,0,28,90,6987,84671
448,-1005,44,138,854,-3173,9887,0,28,90,6987,84676
448,-1009,44,136,5004,5981,1708,0,28,90,6987,84681
448,-1001,39,140,-6103,-6835,-1342,1,30,90,6988,84686
447,-1005,41,138,-2929,-854,3173,1,30,90,6988,84691
449,-1003,42,142,5249,1220,-3417,1,30,90,6988,84696
447,-1005,39,136,3906,366,-3051,1,30,90,6988,84701
448,-1003,42,130,0,-9887,-2685,1,30,90,6988,84706
448,-1000,42,136,5004,-5615,854,1,30,90,6988,84711
447,-994,46,128,7324,0,366,1,30,90,6988,84716
447,-988,39,126,732,488,-244,1,29,90,6987,84721
448,-996,41,134,4028,-2075,2441,1,29,90,6987,84726
449,-996,41,130,3295,-2685,2563,1,29,90,6987,84731
449,-996,41,125,6103,3051,7934,1,29,90,6987,84736
447,-994,33,130,-2197,2197,-3051,1,29,90,6987,84741
446,-998,44,126,3906,-1098,-488,1,29,90,6987,84746
447,-1001,37,128,4272,4638,6347,1,29,90,6987,84751
447,-1007,41,138,3662,4394,4638,0,30,89,6988,84756
447,-1005,39,134,732,7812,5615,0,30,89,6988,84761
447,-1005,33,138,6347,-2685,4394,0,30,89,6988,84766
447,-1005,39,140,-1953,-3540,-4516,0,30,89,6988,84771
447,-1011,31,142,6469,3662,-4394,0,30,89,6988,84776
449,-1009,33,138,2807,-854,5004,0,30,89,6988,84781
446,-1005,37,134,2441,-2563,-5615,0,30,89,6988,84786
447,-996,39,132,5981,2685,244,0,29,90,6987,84791
446,-998,39,134,6958,7934,2929,0,29,90,6987,84796
447,-992,39,134,9643,7446,-2075,0,29,90,6987,84801
447,-988,48,136,4516,2563,9399,0,29,90,6987,84806
448,-1000,44,130,9643,6103,-854,0,29,90,6987,84811
448,-994,50,130,4272,854,-3051,0,29,90,6987,84816
447,-994,46,138,3173,3906,-3173,0,29,90,6987,84821
448,-1000,44,134,2075,8544,854,0,30,89,6989,84826
447,-1003,50,136,4638,4272,-5981,0,30,89,6989,84831
447,-1007,44,130,3417,-732,-3906,0,30,89,6989,84836
447,-1005,44,132,5249,3784,-7324,0,30,89,6989,84841
449,-1009,42,128,6713,6591,610,0,30,89,6989,84846
447,-1007,42,130,6225,5615,0,0,30,89,6989,84851
447,-1011,41,126,7202,2563,-1098,0,30,89,6989,84856
447,-1009,42,128,5249,5981,-122,-1,29,90,6988,84861
447,-1005,46,136,5371,5371,4272,-1,29,90,6988,84866
447,-1001,44,134,3295,488,-3662,-1,29,90,6988,84871
447,-1001,54,130,5126,3540,-1342,-1,29,90,6988,84876
449,-1007,46,128,5981,6713,1708,-1,29,90,6988,84881
449,-998,44,121,9399,366,1831,-1,29,90,6988,84886
446,-1001,52,123,2197,-4638,-2075,-1,29,90,6988,84891
447,-1000,50,126,8666,9277,1342,0,29,90,6987,84896
447,-998,52,128,11840,122,-6835,0,29,90,6987,84901
447,-998,54,128,1708,7080,5249,0,29,90,6987,84906
447,-1005,50,126,10498,5493,2441,0,29,90,6987,84911
447,-998,50,128,5493,6103,122,0,29,90,6987,84916
448,-1007,54,130,4394,854,-1831,0,29,90,6987,84921
448,-996,52,125,11962,4760,9643,0,29,90,6985,84926
447,-1009,52,125,8422,7080,5126,0,29,90,6985,84931
447,-1007,60,123,8666,7690,4760,0,29,90,6985,84936
448,-1007,54,130,4028,9521,2807,0,29,90,6985,84941
449,-1003,58,126,2319,9155,6835,0,29,90,6985,84946
447,-1001,54,121,8789,2929,7324,0,29,90,6985,84951
446,-1005,56,123,1953,2319,3784,0,29,90,6985,84956
447,-1001,56,123,8178,3540,488,0,30,89,6988,84961
447,-1003,50,113,976,1586,2441,0,30,89,6988,84966
447,-998,56,121,8789,4638,9033,0,30,89,6988,84971
447,-1003,54,111,4516,2441,4760,0,30,89,6988,84976
448,-1005,56,113,2075,9521,5981,0,30,89,6988,84981
447,-1003,60,109,5249,-2075,1708,0,30,89,6988,84986
448,-1003,58,111,8911,3295,5615,0,30,89,6988,84991
448,-1017,56,111,9155,10620,-2929,1,30,89,6987,84996
448,-1013,54,107,14526,7080,-122,1,30,89,6987,85001
447,-1011,54,111,8056,2929,0,1,30,89,6987,85006
448,-1017,58,109,8056,7934,2807,1,30,89,6987,85011
447,-1015,58,105,12939,8789,6469,1,30,89,6987,85016
449,-1019,56,105,7324,-1342,-1220,1,30,89,6987,85021
447,-1013,52,109,8056,8056,5004,1,30,89,6987,85026
448,-1011,54,113,14526,4638,-1831,0,29,90,6988,85031
448,-1011,56,105,11352,4882,5371,0,29,90,6988,85036
448,-1007,60,109,11230,4760,5615,0,29,90,6988,85041
448,-1003,60,101,11962,-1708,732,0,29,90,6988,85046
447,-1003,66,101,10742,122,3051,0,29,90,6988,85051
448,-1000,60,105,14648,3906,3173,0,29,90,6988,85056
447,-1000,62,103,14282,4394,6347,0,29,90,6988,85061
448,-1003,64,103,14160,-1098,6958,1,29,90,6986,85066
450,-998,60,105,18066,-5493,4272,1,29,90,6986,85071
447,-1003,64,115,15625,244,4394,1,29,90,6986,85076
447,-996,66,103,8666,0,3295,1,29,90,6986,85081
447,-1001,62,107,12695,6713,-3051,1,29,90,6986,85086
447,-992,68,103,16357,5737,8300,1,29,90,6986,85091
448,-996,66,111,4638,5737,5249,1,29,90,6986,85096
448,-996,70,111,9887,-488,5737,0,29,91,6989,85101
448,-992,68,109,13916,1953,-2197,0,29,91,6989,85106
447,-996,66,107,7324,1342,5737,0,29,91,6989,85111
447,-994,66,113,6225,6835,4150,0,29,91,6989,85116
449,-996,66,113,10742,10253,9277,0,29,91,6989,85121
447,-994,66,115,5981,7568,1220,0,29,91,6989,85126
447,-998,70,115,12695,6225,-3906,0,29,91,6989,85131
447,-994,68,113,7446,5371,6591,1,30,89,6989,85136
448,-998,68,107,9399,11962,-244,1,30,89,6989,85141
448,-1003,66,107,11596,2807,-5371,1,30,89,6989,85146
447,-1003,66,105,10498,8422,488,1,30,89,6989,85151
448,-1001,64,105,10864,5737,1586,1,30,89,6989,85156
448,-1003,66,103,3295,6347,2563,1,30,89,6989,85161
449,-1000,68,99,3662,4272,5615,1,30,89,6989,85166
447,-994,68,101,11840,6469,4272,1,30,90,6986,85171
447,-994,68,109,6591,2441,-5737,1,30,90,6986,85176
447,-996,68,107,9521,7080,7446,1,30,90,6986,85181
447,-998,68,103,4638,5615,-1831,1,30,90,6986,85186
447,-998,68,111,5859,5249,8544,1,30,90,6986,85191
448,-1001,72,103,6958,3784,-3784,1,30,90,6986,85196
447,-1003,70,107,5737,2929,1220,0,29,90,6988,85201
449,-1000,72,105,4516,6225,5004,0,29,90,6988,85206
446,-1000,70,105,1342,1220,488,0,29,90,6988,85211
447,-996,68,103,2929,5004,3051,0,29,90,6988,85216
447,-996,68,103,5004,8300,5249,0,29,90,6988,85221
447,-1009,66,105,8056,6591,4638,0,29,90,6988,85226
448,-1015,62,93,0,122,1342,0,29,90,6988,85231
447,-998,52,95,4272,-2807,7080,1,30,89,6989,85236
447,-1000,68,97,4882,5981,3295,1,30,89,6989,85241
447,-996,68,95,7568,7202,11962,1,30,89,6989,85246
447,-1000,70,93,5371,7934,5615,1,30,89,6989,85251
447,-1000,70,93,2929,2075,-122,1,30,89,6989,85256
449,-996,68,93,0,2563,1342,1,30,89,6989,85261
447,-1001,68,93,5615,7568,1220,1,30,89,6989,85266
447,-1001,66,93,1953,1586,8911,0,32,90,6988,85271
448,-1001,64,91,-3295,-732,5126,0,32,90,6988,85276
447,-982,62,93,122,2807,12695,0,32,90,6988,85281
448,-1001,41,93,2441,366,9399,0,32,90,6988,85286
448,-1007,62,89,2685,2075,10864,0,32,90,6988,85291
448,-986,70,93,-732,-2807,7324,0,32,90,6988,85296
447,-982,62,89,2685,2563,15136,0,32,90,6988,85301
448,-976,66,83,3051,4638,5371,2,30,90,6987,85306
447,-978,52,80,6469,1586,10864,2,30,90,6987,85311
449,-968,68,74,5371,-4516,9521,2,30,90,6987,85316
448,-970,58,70,5126,2197,12207,2,30,90,6987,85321
447,-964,60,62,2807,-1220,15380,2,30,90,6987,85326
447,-970,56,60,4882,-2319,9765,2,30,90,6987,85331
447,-968,54,58,8911,-3295,18066,2,30,90,6987,85336
448,-970,44,58,12329,1342,13916,2,30,90,6989,85341
448,-968,48,56,5249,-2807,14770,2,30,90,6989,85346
448,-978,52,50,5859,-2929,19531,2,30,90,6989,85351
448,-974,50,66,3540,-366,21362,2,30,90,6989,85356
449,-978,52,56,10375,-5981,13183,2,30,90,6989,85361
447,-976,41,68,10864,-3906,21972,2,30,90,6989,85366
447,-982,44,56,10009,-13061,25878,2,30,90,6989,85371
448,-982,46,62,12939,-6591,12695,1,30,90,6987,85376
448,-988,50,70,15380,-7446,16723,1,30,90,6987,85381
449,-996,42,76,16235,-3784,16479,1,30,90,6987,85386
447,-992,46,87,18432,-9033,18310,1,30,90,6987,85391
447,-992,48,89,10986,-13061,22216,1,30,90,6987,85396
447,-994,46,91,16479,-10620,23803,1,30,90,6987,85401
449,-998,48,91,10620,-12695,19775,1,30,90,6987,85406
447,-992,46,91,10742,-10620,21240,1,32,90,6988,85411
447,-988,44,93,18432,-11718,23925,1,32,90,6988,85416
446,-986,54,95,21850,-12084,23315,1,32,90,6988,85421
449,-974,54,103,16479,-12207,25268,1,32,90,6988,85426
447,-972,56,105,20874,-14404,22827,1,32,90,6988,85431
447,-970,62,105,17333,-10986,19165,1,32,90,6988,85436
445,-955,66,109,19897,-8178,23437,1,32,91,6989,85441
447,-962,64,121,19653,-1831,18554,1,32,91,6989,85446
447,-955,70,130,16235,-12084,17333,1,32,91,6989,85451
447,-947,72,130,11962,-9765,22216,1,32,91,6989,85456
447,-958,70,140,8056,-11718,22705,1,32,91,6989,85461
447,-949,72,144,11596,-9521,21606,1,32,91,6989,85466
447,-947,72,148,14648,-10986,28320,1,32,91,6989,85471
447,-939,72,140,9765,-13793,23437,1,31,90,6986,85476
447,-941,74,142,11230,-9887,29174,1,31,90,6986,85481
447,-935,72,154,14282,-2685,28686,1,31,90,6986,85486
447,-939,74,160,9277,-11596,23437,1,31,90,6986,85491
448,-941,74,164,12695,-11596,22460,1,31,90,6986,85496
449,-929,74,154,9887,-3784,23681,1,31,90,6986,85501
447,-923,76,162,2075,-5981,30883,1,31,90,6986,85506
448,-919,76,164,6103,-4028,30151,1,32,91,6988,85511
448,-916,74,150,13671,-4638,32958,1,32,91,6988,85516
448,-917,74,154,2197,-6713,36499,1,32,91,6988,85521
447,-906,74,150,6713,0,38940,1,32,91,6988,85526
447,-912,74,154,9155,-3417,37353,1,32,91,6988,85531
447,-914,74,148,2075,-3784,38085,1,32,91,6988,85536
448,-912,74,156,6958,0,41503,1,32,91,6988,85541
447,-916,74,167,-2319,0,38085,4,33,93,6988,85546
449,-886,82,195,-9887,-6347,43334,4,33,93,6988,85551
447,-923,64,175,-244,-488,36987,4,33,93,6988,85556
446,-921,101,171,-2197,1953,43823,4,33,93,6988,85561
448,-908,72,179,-5493,2685,41137,4,33,93,6988,85566
448,-902,109,179,-3295,8422,47851,4,33,93,6988,85571
448,-888,83,185,-9033,7934,46142,4,33,93,6988,85576
449,-873,109,177,-732,10986,50048,2,34,92,6989,85581
447,-859,107,173,-12939,8300,51757,2,34,92,6989,85586
447,-845,130,169,-7690,15380,61157,2,34,92,6989,85591
447,-833,128,162,-7812,14892,63598,2,34,92,6989,85596
447,-796,128,177,-11474,19653,67016,2,34,92,6989,85601
447,-833,130,154,-11718,25024,73242,2,34,92,6989,85606
447,-832,150,160,-15502,19409,65551,2,34,92,6989,85611
448,-810,193,160,-15380,31005,81542,3,34,91,6989,85616
447,-800,162,156,-12695,21362,78979,3,34,91,6989,85621
448,-810,222,154,-17333,30639,87402,3,34,91,6989,85626
448,-814,193,160,-15869,31738,91674,3,34,91,6989,85631
448,-814,232,144,-18432,27954,105468,3,34,91,6989,85636
449,-810,224,136,-18310,35522,104980,3,34,91,6989,85641
449,-814,257,125,-18676,30639,110351,3,34,91,6989,85646
447,-802,242,160,-16357,41259,114624,3,36,90,6987,85651
447,-841,271,87,-24536,29296,118164,3,36,90,6987,85656
447,-832,261,97,-22827,25024,123413,3,36,90,6987,85661
447,-808,333,111,-19653,28808,129028,3,36,90,6987,85666
448,-816,296,105,-23559,34545,141601,3,36,90,6987,85671
448,-804,363,101,-25512,33447,148193,3,36,90,6987,85676
447,-804,337,107,-21240,25512,153320,3,36,90,6987,85681
447,-781,378,95,-20751,29418,159912,3,37,90,6987,85686
448,-771,386,93,-25512,24902,158447,3,37,90,6987,85691
448,-761,410,91,-18188,23681,170776,3,37,90,6987,85696
447,-757,441,91,-21484,21484,179443,3,37,90,6987,85701
447,-755,453,85,-17822,23681,184570,3,37,90,6987,85706
447,-750,478,82,-26611,25878,185302,3,37,90,6987,85711
447,-753,484,85,-16235,25146,185913,4,40,88,6987,85716
448,-744,517,83,-21606,21972,202026,4,40,88,6987,85721
447,-730,517,80,-18066,25390,210449,4,40,88,6987,85726
448,-720,558,80,-22949,17089,211791,4,40,88,6987,85731
448,-697,578,80,-22705,15625,218872,4,40,88,6987,85736
449,-671,605,70,-25634,22949,227539,4,40,88,6987,85741
447,-654,626,74,-17944,19775,236694,4,40,88,6987,85746
447,-632,644,68,-19897,17456,240600,6,44,88,6986,85751
448,-603,681,66,-28320,17700,238891,6,44,88,6986,85756
447,-566,718,50,-13061,21118,247802,6,44,88,6986,85761
447,-585,693,66,-19165,23193,250000,6,44,88,6986,85766
449,-568,742,72,-20629,22949,264160,6,44,88,6986,85771
447,-548,794,62,-20263,24658,277709,6,44,88,6986,85776
447,-533,779,62,-20263,19653,270141,6,44,88,6986,85781
447,-541,859,50,-19409,15869,274169,8,48,86,6987,85786
447,-552,833,56,-24902,14038,274169,8,48,86,6987,85791
448,-554,892,58,-16845,23559,286865,8,48,86,6987,85796
448,-570,875,54,-19653,15502,287353,8,48,86,6987,85801
448,-582,925,62,-20996,21118,291625,8,48,86,6987,85806
448,-603,919,64,-23193,17822,284057,8,48,86,6987,85811
448,-623,939,78,-21606,18188,291625,8,48,86,6987,85816
449,-632,951,76,-23925,10253,288574,6,53,87,6986,85821
449,-630,962,74,-22827,20263,288574,6,53,87,6986,85826
447,-638,992,83,-28930,17822,284790,6,53,87,6986,85831
448,-658,984,76,-21484,21972,283935,6,53,87,6986,85836
447,-689,986,78,-28564,15625,275512,6,53,87,6986,85841
447,-705,960,74,-22460,14892,274658,6,53,87,6986,85846
448,-710,968,72,-30395,15991,273681,6,53,87,6986,85851
448,-734,937,70,-24047,15747,257202,6,58,85,6987,85856
448,-736,937,62,-31982,19042,250366,6,58,85,6987,85861
446,-751,916,56,-25634,19287,240722,6,58,85,6987,85866
447,-759,886,56,-30883,28930,219116,6,58,85,6987,85871
449,-773,875,66,-26367,27099,219238,6,58,85,6987,85876
446,-787,853,76,-27221,28930,201049,6,58,85,6987,85881
447,-796,869,87,-31860,32836,190673,6,58,85,6987,85886
446,-814,875,93,-26123,28686,184814,4,64,84,6986,85891
449,-812,900,91,-27221,32348,153076,4,64,84,6986,85896
447,-824,910,93,-25634,32836,151367,4,64,84,6986,85901
447,-826,908,87,-20629,34912,126464,4,64,84,6986,85906
447,-792,916,83,-21728,33447,110351,4,64,84,6986,85911
449,-732,912,89,-25268,32836,101074,4,64,84,6986,85916
447,-728,929,85,-22827,35888,90576,4,64,84,6986,85921
447,-683,882,72,-16845,37719,70556,3,64,85,6984,85926
447,-625,943,64,-15014,31250,64453,3,64,85,6984,85931
447,-574,919,66,-19897,28076,55297,3,64,85,6984,85936
446,-525,960,60,-14160,26000,39184,3,64,85,6984,85941
447,-476,953,56,-8666,30517,30517,3,64,85,6984,85946
447,-437,990,54,-4516,22705,25634,3,64,85,6984,85951
448,-398,998,64,5371,21362,26733,3,65,83,6985,85956
447,-357,1027,64,-4394,17578,18066,3,65,83,6985,85961
448,-328,1041,66,-244,18066,18554,3,65,83,6985,85966
447,-292,1048,74,7568,1220,9277,3,65,83,6985,85971
448,-265,1056,74,2563,-244,2807,3,65,83,6985,85976
447,-232,1074,87,4272,-3784,7690,3,65,83,6985,85981
447,-222,1082,89,8544,-12451,4394,3,65,83,6985,85986
448,-212,1089,91,6347,-23803,18188,4,65,83,6988,85991
449,-207,1101,95,18432,-16479,13916,4,65,83,6988,85996
447,-195,1109,97,17333,-29907,18188,4,65,83,6988,86001
448,-191,1123,97,19775,-32836,14770,4,65,83,6988,86006
448,-179,1125,109,22338,-31860,20385,4,65,83,6988,86011
448,-173,1128,109,22705,-39550,20996,4,65,83,6988,86016
448,-160,1126,115,28442,-43945,21484,4,65,83,6988,86021
447,-156,1125,111,24780,-49682,19531,3,66,82,6989,86026
448,-154,1117,101,27099,-52734,35156,3,66,82,6989,86031
448,-154,1111,115,23925,-47607,22583,3,66,82,6989,86036
447,-160,1107,105,18188,-54565,29541,3,66,82,6989,86041
448,-169,1099,107,20996,-53100,26977,3,66,82,6989,86046
448,-173,1095,107,22338,-55175,25634,3,66,82,6989,86051
449,-173,1087,105,15747,-53344,28198,3,66,82,6989,86056
447,-179,1085,115,18676,-45288,21972,3,65,84,6985,86061
448,-185,1080,111,21484,-41137,34423,3,65,84,6985,86066
448,-183,1076,119,13549,-40405,24780,3,65,84,6985,86071
449,-187,1070,123,19775,-32836,31616,3,65,84,6985,86076
447,-183,1066,128,15991,-28686,23559,3,65,84,6985,86081
449,-183,1062,117,17211,-19897,35644,3,65,84,6985,86086
447,-175,1062,125,19897,-28198,30517,3,65,84,6985,86091
446,-179,1064,115,12573,-26000,26123,3,65,84,6987,86096
448,-185,1050,119,7568,-14038,21728,3,65,84,6987,86101
447,-187,1052,121,12695,-14038,21972,3,65,84,6987,86106
446,-203,1041,119,7080,-9887,17944,3,65,84,6987,86111
447,-197,1041,121,11840,-6225,26611,3,65,84,6987,86116
447,-203,1031,128,5371,-2319,24414,3,65,84,6987,86121
446,-203,1027,144,2563,0,26489,3,65,84,6987,86126
448,-207,1029,144,5126,5004,23803,3,66,84,6987,86131
447,-218,1017,148,366,9277,28686,3,66,84,6987,86136
449,-228,1013,158,3784,3784,24658,3,66,84,6987,86141
447,-228,1001,164,1586,11840,20874,3,66,84,6987,86146
447,-222,994,164,-9155,13549,24047,3,66,84,6987,86151
447,-230,998,169,-2319,8300,21728,3,66,84,6987,86156
447,-216,992,167,-6958,11108,24536,3,66,84,6987,86161
447,-203,990,164,-8422,14404,16113,4,66,83,6989,86166
447,-199,990,162,-14282,9155,24902,4,66,83,6989,86171
449,-187,980,154,-12084,12573,19531,4,66,83,6989,86176
446,-175,970,150,-9765,9887,31250,4,66,83,6989,86181
448,-166,970,146,-14160,18432,23437,4,66,83,6989,86186
448,-160,960,144,-12207,14038,20141,4,66,83,6989,86191
447,-146,955,138,-15136,17578,24536,4,66,83,6989,86196
447,-144,955,123,-20019,17944,25512,4,67,83,6986,86201
447,-150,949,119,-22460,14404,33935,4,67,83,6986,86206
447,-150,935,128,-20629,17333,34790,4,67,83,6986,86211
449,-158,931,119,-20996,17211,31738,4,67,83,6986,86216
447,-166,925,125,-23559,28442,26977,4,67,83,6986,86221
447,-183,912,138,-22094,21118,31005,4,67,83,6986,86226
448,-187,908,142,-21240,27954,31616,2,67,83,6988,86231
447,-193,900,148,-21850,20385,35278,2,67,83,6988,86236
448,-179,900,152,-24658,23315,32592,2,67,83,6988,86241
447,-167,900,156,-22583,23559,34790,2,67,83,6988,86246
448,-152,906,158,-22216,21850,30029,2,67,83,6988,86251
447,-134,914,160,-22460,21850,27832,2,67,83,6988,86256
449,-117,923,158,-24291,22460,40649,2,67,83,6988,86261
447,-101,929,156,-26489,25146,46875,1,67,83,6986,86266
447,-85,931,160,-32104,22338,32958,1,67,83,6986,86271
448,-74,935,150,-32104,19897,34790,1,67,83,6986,86276
448,-66,939,160,-25024,24169,43823,1,67,83,6986,86281
448,-60,945,152,-21728,20507,54687,1,67,83,6986,86286
447,-62,939,142,-25390,19409,46508,1,67,83,6986,86291
