ADC[mV],Beschleunigung_x[mg],Beschleunigung_y[mg],Beschleunigung_z[mg],Winkelgeschwindigkeit_x[mdeg/s],Winkelgeschwindigkeit_y[mdeg/s],Winkelgeschwindigkeit_z[mdeg/s],Magnetfeld_x[mT],Magnetfeld_y[mT],Magnetfeld_z[mT],Widerstand[A/(Vs)],Zeit[ms]
458,1013,-210,97,7446,5981,3417,-55,63,87,6925,549578
460,1007,-208,93,6713,3417,6225,-57,63,86,6923,549583
458,1009,-210,95,1586,5615,9277,-57,63,86,6923,549588
457,998,-212,97,3295,122,3051,-57,63,86,6923,549593
458,1001,-214,95,2319,732,2319,-57,63,86,6923,549598
458,1003,-210,95,7812,5859,9155,-57,63,86,6923,549603
458,996,-218,95,-1831,2807,2319,-57,63,86,6923,549608
460,990,-218,95,11108,-976,3051,-57,63,86,6923,549613
458,996,-216,95,5371,-1464,5493,-55,63,86,6924,549618
459,994,-220,95,8544,5981,-3784,-55,63,86,6924,549623
458,990,-226,95,5981,-2441,122,-55,63,86,6924,549628
458,994,-218,93,4394,-4028,6225,-55,63,86,6924,549633
458,996,-218,103,5371,-3540,244,-55,63,86,6924,549638
457,1007,-216,97,17578,2563,2319,-55,63,86,6924,549643
457,1000,-224,95,9033,-4394,1098,-55,63,86,6924,549648
459,1007,-216,97,7568,-8911,-4394,-58,64,87,6927,549653
458,1009,-210,103,3173,-3784,-10986,-58,64,87,6927,549658
459,1019,-216,93,10742,-2563,854,-58,64,87,6927,549663
458,1015,-207,97,11962,-3295,2075,-58,64,87,6927,549668
457,1017,-208,103,8666,-2075,3906,-58,64,87,6927,549673
458,1019,-207,95,7812,-854,1586,-58,64,87,6927,549678
458,1013,-208,101,6469,-610,2563,-58,64,87,6927,549683
460,1005,-207,101,7690,-10253,5126,-57,62,87,6926,549688
458,1005,-205,109,6469,-1464,-4150,-57,62,87,6926,549693
460,1001,-205,111,8911,-1586,-7202,-57,62,87,6926,549698
458,1005,-205,113,10986,5249,5126,-57,62,87,6926,549703
460,998,-212,115,7568,1831,-3540,-57,62,87,6926,549708
458,1000,-203,115,9521,-976,2197,-57,62,87,6926,549713
458,1007,-197,113,4638,4516,-732,-57,62,87,6926,549718
458,1003,-205,121,488,-2197,9155,-56,62,86,6923,549723
458,1005,-199,119,6713,0,854,-56,62,86,6923,549728
458,1007,-201,111,3662,-3051,1586,-56,62,86,6923,549733
458,1003,-201,113,6103,0,-488,-56,62,86,6923,549738
458,1009,-197,113,-3051,-976,-3662,-56,62,86,6923,549743
457,1015,-195,121,6469,488,3906,-56,62,86,6923,549748
460,1013,-201,115,4882,-6835,-6835,-56,62,86,6923,549753
459,1013,-201,113,7690,-2075,366,-57,63,86,6925,549758
458,1015,-205,121,4394,-2319,3051,-57,63,86,6925,549763
458,1015,-195,123,4882,-1220,-4516,-57,63,86,6925,549768
458,1007,-197,117,6225,-976,3784,-57,63,86,6925,549773
456,1013,-197,121,-1464,-488,-1098,-57,63,86,6925,549778
457,1005,-197,125,-2929,3906,-244,-57,63,86,6925,549783
458,1001,-205,125,2563,-1831,2441,-57,63,86,6925,549788
457,1003,-199,123,-1708,-5249,-1831,-56,63,87,6926,549793
458,1003,-199,123,-3295,-3540,-2197,-56,63,87,6926,549798
458,1003,-201,115,3051,-3540,9033,-56,63,87,6926,549803
460,1009,-197,123,488,-5371,2075,-56,63,87,6926,549808
458,1003,-199,125,488,-7446,-4394,-56,63,87,6926,549813
457,1007,-203,119,4150,4150,-5493,-56,63,87,6926,549818
458,1011,-199,121,-2929,610,1831,-57,63,86,6925,549823
457,1021,-199,121,732,-488,-3295,-57,63,86,6925,549828
458,1013,-203,126,3417,1464,-5371,-57,63,86,6925,549833
457,1013,-197,121,2075,-1342,-5371,-57,63,86,6925,549838
458,1013,-199,121,-2197,3540,244,-57,63,86,6925,549843
458,1013,-201,109,-5615,2685,-366,-57,63,86,6925,549848
457,1013,-199,113,2563,-3906,2563,-57,63,86,6925,549853
458,1015,-201,105,976,6958,3173,-56,63,86,6926,549858
458,1011,-216,113,3417,1831,4028,-56,63,86,6926,549863
458,1007,-216,103,-3173,1464,-1098,-56,63,86,6926,549868
458,1005,-210,105,-6591,-1098,-610,-56,63,86,6926,549873
459,1009,-220,111,2685,2075,1220,-56,63,86,6926,549878
458,1021,-214,99,-6591,-3051,-6591,-56,63,86,6926,549883
457,1019,-216,105,-4394,-9033,-8789,-56,63,86,6926,549888
458,1015,-216,105,-1464,-2441,-8056,-57,64,85,6924,549893
458,1015,-212,107,854,-1464,1098,-57,64,85,6924,549898
460,1015,-214,99,-6103,4638,732,-57,64,85,6924,549903
458,1013,-212,101,-1098,1586,1708,-57,64,85,6924,549908
458,1011,-216,97,1464,-976,-4882,-57,64,85,6924,549913
457,1013,-216,97,-1586,1708,-5615,-57,64,85,6924,549918
458,1009,-218,95,2075,610,-1098,-57,64,85,6924,549923
458,1011,-218,99,1953,2075,-7446,-58,63,85,6924,549928
458,1001,-222,101,-122,0,-7080,-58,63,85,6924,549933
460,1011,-222,99,-4638,1098,-6103,-58,63,85,6924,549938
458,1005,-220,103,2075,4882,4516,-58,63,85,6924,549943
458,1009,-220,99,-488,-3051,-5859,-58,63,85,6924,549948
458,1009,-220,99,-3540,-2807,-1342,-58,63,85,6924,549953
458,1007,-216,95,1220,0,-10864,-58,63,85,6924,549958
458,1007,-218,101,6591,-732,-4272,-57,64,86,6925,549963
458,1013,-214,97,244,-5371,-3173,-57,64,86,6925,549968
458,1011,-216,99,-2563,488,-1831,-57,64,86,6925,549973
459,1009,-207,95,854,-3295,2563,-57,64,86,6925,549978
458,1009,-212,95,-1831,-3295,2319,-57,64,86,6925,549983
458,1011,-214,99,1708,1220,5981,-57,64,86,6925,549988
458,1011,-212,99,3173,3906,-6347,-57,64,86,6925,549993
457,1011,-218,103,1098,-366,-976,-57,62,86,6925,549998
458,1017,-220,97,1953,1708,1708,-57,62,86,6925,550003
458,1015,-222,97,-732,1586,-5004,-57,62,86,6925,550008
458,1017,-220,97,2075,1953,-8056,-57,62,86,6925,550013
457,1021,-216,105,-1464,-3784,-1342,-57,62,86,6925,550018
458,1023,-222,103,-4272,-4516,-7934,-57,62,86,6925,550023
458,1017,-222,101,-2319,4028,5981,-57,62,86,6925,550028
458,1021,-214,103,3051,1953,0,-56,63,87,6925,550033
458,1019,-214,103,-2441,-3051,366,-56,63,87,6925,550038
458,1011,-210,109,-1953,2685,3051,-56,63,87,6925,550043
458,1013,-214,103,4394,-1098,732,-56,63,87,6925,550048
458,1005,-212,107,3295,-244,2685,-56,63,87,6925,550053
458,1009,-210,103,-4760,-244,-5126,-56,63,87,6925,550058
457,1009,-212,103,1098,4394,5615,-56,63,87,6925,550063
458,1005,-212,107,4150,1953,-5371,-57,62,87,6924,550068
458,1001,-210,103,-2197,-4150,-1953,-57,62,87,6924,550073
460,1003,-210,103,-6347,-6103,2441,-57,62,87,6924,550078
459,1001,-212,109,-6347,-3173,-10620,-57,62,87,6924,550083
457,1003,-210,99,-3417,-2075,-2075,-57,62,87,6924,550088
458,1000,-214,103,244,732,-6347,-57,62,87,6924,550093
457,1007,-212,95,-3540,-1464,244,-56,64,86,6925,550098
458,1005,-214,105,2075,732,2075,-56,64,86,6925,550103
458,1005,-210,101,-2807,244,-2197,-56,64,86,6925,550108
459,1005,-212,103,-6591,-976,6591,-56,64,86,6925,550113
458,1013,-203,103,0,-3540,1342,-56,64,86,6925,550118
457,1011,-212,101,-9155,-2929,-1586,-56,64,86,6925,550123
458,1011,-203,107,-7080,-2197,1220,-56,64,86,6925,550128
457,1009,-208,105,-2563,-9521,-3540,-57,64,87,6925,550133
458,1007,-201,103,366,-6591,-3295,-57,64,87,6925,550138
458,1000,-214,117,-5249,-10742,1586,-57,64,87,6925,550143
458,992,-203,103,-3540,-3784,-1342,-57,64,87,6925,550148
458,1027,-212,109,-3417,-1953,1708,-57,64,87,6925,550153
458,1023,-212,115,-7202,-5126,-732,-57,64,87,6925,550158
459,1023,-216,99,-3906,-5981,7080,-57,64,87,6925,550163
458,1019,-218,107,-1098,1098,9277,-58,63,86,6925,550168
457,1025,-216,103,-4150,-8056,3417,-58,63,86,6925,550173
457,1031,-208,103,854,-6347,6103,-58,63,86,6925,550178
458,1031,-212,103,122,-122,-488,-58,63,86,6925,550183
460,1025,-210,101,-3295,-1953,4516,-58,63,86,6925,550188
459,1027,-212,101,-4638,-8056,-2075,-58,63,86,6925,550193
457,1027,-212,101,-3173,-976,-4760,-58,63,86,6925,550198
458,1019,-208,99,-1098,-7080,-1220,-56,63,87,6924,550203
459,1015,-220,105,-6103,-5004,4882,-56,63,87,6924,550208
458,1023,-218,95,976,122,7812,-56,63,87,6924,550213
458,1021,-224,101,-488,-4638,1586,-56,63,87,6924,550218
458,1021,-218,103,-1098,-5493,366,-56,63,87,6924,550223
458,1013,-222,99,-3295,-6835,3417,-56,63,87,6924,550228
458,1013,-220,97,488,-1342,1220,-56,63,87,6924,550233
458,1007,-224,95,-2075,5126,4882,-57,63,86,6926,550238
458,1021,-224,97,-3906,-2563,5249,-57,63,86,6926,550243
458,1005,-222,97,-5493,610,3662,-57,63,86,6926,550248
457,1013,-214,101,4150,6713,-3906,-57,63,86,6926,550253
458,1011,-224,93,732,2807,-122,-57,63,86,6926,550258
458,1009,-222,95,4150,-2563,-5493,-57,63,86,6926,550263
459,1011,-224,95,2563,-1464,732,-57,63,86,6926,550268
458,1007,-218,97,-1586,1831,3295,-57,62,86,6926,550273
457,1007,-222,95,2197,2563,-3173,-57,62,86,6926,550278
458,1007,-220,93,2075,-6835,-2075,-57,62,86,6926,550283
458,1007,-224,95,-3295,-2075,4760,-57,62,86,6926,550288
459,1013,-224,103,0,-2563,-1098,-57,62,86,6926,550293
458,1013,-226,97,-2807,-3906,9033,-57,62,86,6926,550298
458,1011,-218,91,-4272,-122,-488,-57,62,86,6926,550303
458,1015,-220,95,-1098,-244,4394,-58,63,86,6924,550308
459,1015,-224,93,7446,1098,0,-58,63,86,6924,550313
459,1019,-218,93,4272,7080,2075,-58,63,86,6924,550318
458,1015,-220,95,5859,-732,-5493,-58,63,86,6924,550323
457,1021,-220,93,1220,4272,-9521,-58,63,86,6924,550328
458,1017,-220,93,7324,3540,-3051,-58,63,86,6924,550333
458,1019,-216,93,7202,1953,-3662,-56,63,86,6923,550338
458,1013,-216,93,10131,6591,-3540,-56,63,86,6923,550343
458,1001,-208,91,5249,2563,1220,-56,63,86,6923,550348
457,998,-214,93,1098,-366,-4272,-56,63,86,6923,550353
459,1005,-207,97,1708,-7568,5249,-56,63,86,6923,550358
458,998,-222,95,1220,-1708,-5126,-56,63,86,6923,550363
457,1001,-210,95,1831,3784,2685,-56,63,86,6923,550368
457,1001,-218,101,1342,-4150,-4394,-57,63,86,6924,550373
459,1001,-212,105,610,-976,-1708,-57,63,86,6924,550378
458,1007,-216,97,-610,-2807,3051,-57,63,86,6924,550383
458,1017,-207,95,976,-4394,-6103,-57,63,86,6924,550388
458,1015,-208,95,5859,-3540,4028,-57,63,86,6924,550393
458,1011,-210,103,976,366,5493,-57,63,86,6924,550398
458,1011,-210,97,-2197,-2319,5371,-57,63,86,6924,550403
458,1007,-205,97,2197,5615,3540,-57,63,85,6923,550408
458,1001,-203,95,7934,-2685,4272,-57,63,85,6923,550413
458,1011,-199,99,732,2685,-1831,-57,63,85,6923,550418
459,1017,-201,93,-1342,-10009,2807,-57,63,85,6923,550423
458,1021,-193,95,4516,-488,-1342,-57,63,85,6923,550428
458,1019,-199,95,244,-1342,-2319,-57,63,85,6923,550433
458,1017,-205,95,5004,-244,854,-57,63,85,6923,550438
458,1023,-195,95,976,-3295,366,-56,63,85,6924,550443
459,1029,-205,93,-1342,-1708,7324,-56,63,85,6924,550448
458,1021,-193,97,976,-3540,9643,-56,63,85,6924,550453
457,1025,-201,95,-2929,-3173,3784,-56,63,85,6924,550458
458,1033,-201,95,-2075,-4882,5126,-56,63,85,6924,550463
459,1041,-201,101,-1098,-1831,-488,-56,63,85,6924,550468
458,1039,-195,95,1342,-5859,4638,-56,63,85,6924,550473
458,1037,-199,93,-244,-2319,-2197,-57,63,86,6925,550478
458,1044,-195,95,244,-610,3051,-57,63,86,6925,550483
457,1046,-183,95,-4760,-1342,1953,-57,63,86,6925,550488
458,1048,-193,93,0,1953,0,-57,63,86,6925,550493
460,1042,-185,97,-3906,-3295,4760,-57,63,86,6925,550498
459,1050,-181,93,2441,-1098,2075,-57,63,86,6925,550503
458,1060,-175,93,610,-2197,-2685,-57,63,86,6925,550508
458,1066,-181,93,-4882,4150,0,-58,64,87,6924,550513
457,1078,-175,91,976,-5004,-5493,-58,64,87,6924,550518
457,1099,-183,93,-8911,-1708,-6469,-58,64,87,6924,550523
458,1105,-173,93,-3295,-854,-8544,-58,64,87,6924,550528
459,1115,-175,91,-2075,8666,-12573,-58,64,87,6924,550533
458,1134,-177,91,-7812,1098,-6347,-58,64,87,6924,550538
458,1146,-173,91,-8056,4028,-13549,-58,64,87,6924,550543
458,1158,-173,89,-2685,5981,-13549,-57,64,85,6925,550548
458,1162,-169,89,-10986,6958,-12084,-57,64,85,6925,550553
459,1166,-164,87,-10864,6591,-8666,-57,64,85,6925,550558
457,1171,-160,89,-10375,9399,-16845,-57,64,85,6925,550563
458,1167,-154,80,-11718,11962,-20507,-57,64,85,6925,550568
459,1156,-150,82,-11596,1953,-25756,-57,64,85,6925,550573
458,1126,-152,64,-15869,5981,-28564,-57,64,85,6925,550578
460,1105,-148,62,-13549,4150,-36499,-56,61,85,6924,550583
459,1082,-158,60,-8544,9399,-45410,-56,61,85,6924,550588
459,1060,-164,54,-9155,13916,-47607,-56,61,85,6924,550593
458,1044,-158,52,-8422,13427,-46875,-56,61,85,6924,550598
459,1037,-152,46,-8789,10375,-62866,-56,61,85,6924,550603
457,1039,-144,46,-8544,7812,-61279,-56,61,85,6924,550608
458,1042,-142,56,-11596,11230,-70678,-55,65,86,6924,550613
457,1056,-134,60,-8422,13061,-82397,-55,65,86,6924,550618
458,1082,-117,62,-14160,11474,-87646,-55,65,86,6924,550623
458,1101,-119,83,-14160,9277,-88867,-55,65,86,6924,550628
457,1126,-95,91,-16845,7934,-97656,-55,65,86,6924,550633
458,1164,-87,89,-22094,3540,-100952,-55,65,86,6924,550638
458,1208,-56,91,-15502,4150,-110961,-55,65,86,6924,550643
458,1259,-37,89,-18188,-5126,-111694,-55,67,86,6926,550648
456,1304,-9,91,-18554,-732,-118408,-55,67,86,6926,550653
458,1343,15,87,-16967,-732,-126708,-55,67,86,6926,550658
457,1378,48,91,-20019,-7202,-129760,-55,67,86,6926,550663
457,1406,72,91,-13916,-6103,-126953,-55,67,86,6926,550668
458,1421,74,91,-22949,-8056,-123901,-55,67,86,6926,550673
458,1439,103,93,-23803,-13061,-130126,-55,67,86,6926,550678
458,1451,130,99,-24414,-8300,-135620,-54,68,86,6926,550683
457,1449,156,117,-28076,-13061,-137817,-54,68,86,6926,550688
458,1447,197,119,-24291,-18554,-145507,-54,68,86,6926,550693
458,1443,212,128,-28320,-15747,-144409,-54,68,86,6926,550698
458,1437,242,123,-30761,-23193,-158935,-54,68,86,6926,550703
458,1416,250,117,-27954,-16357,-153930,-54,68,86,6926,550708
458,1390,248,111,-29907,-27343,-169189,-54,68,86,6926,550713
458,1337,269,113,-35278,-33691,-167358,-52,71,88,6924,550718
458,1296,257,99,-31127,-35522,-178833,-52,71,88,6924,550723
458,1271,285,97,-36010,-38696,-187988,-52,71,88,6924,550728
457,1255,312,91,-33691,-36010,-198364,-52,71,88,6924,550733
458,1246,341,93,-39184,-35034,-199707,-52,71,88,6924,550738
459,1236,376,87,-38208,-36743,-214599,-52,71,88,6924,550743
457,1281,417,85,-31494,-36987,-219726,-52,71,88,6924,550748
458,1332,482,89,-34301,-36010,-234741,-50,75,86,6924,550753
458,1373,527,91,-35888,-31616,-236328,-50,75,86,6924,550758
459,1439,599,99,-32592,-41015,-252075,-50,75,86,6924,550763
457,1490,650,123,-35644,-36132,-258422,-50,75,86,6924,550768
457,1542,697,156,-39306,-32836,-265136,-50,75,86,6924,550773
459,1548,728,175,-34912,-27832,-267089,-50,75,86,6924,550778
458,1556,773,185,-43457,-28320,-270751,-50,75,86,6924,550783
458,1550,798,201,-42846,-23071,-272949,-45,77,87,6925,550788
458,1511,806,210,-40405,-23437,-266845,-45,77,87,6925,550793
460,1480,812,210,-42358,-13183,-280761,-45,77,87,6925,550798
458,1453,826,205,-44677,-10498,-277709,-45,77,87,6925,550803
458,1410,820,187,-48828,-8056,-291137,-45,77,87,6925,550808
458,1353,798,175,-50292,-3906,-291503,-45,77,87,6925,550813
458,1314,771,164,-51269,244,-293457,-45,77,87,6925,550818
458,1304,773,179,-42724,3051,-301269,-39,82,88,6925,550823
457,1320,800,199,-49682,7446,-306518,-39,82,88,6925,550828
458,1347,812,226,-45654,11840,-314086,-39,82,88,6925,550833
456,1367,828,263,-44677,5249,-305419,-39,82,88,6925,550838
458,1359,830,289,-43457,8789,-317749,-39,82,88,6925,550843
458,1324,818,314,-46752,11718,-322265,-39,82,88,6925,550848
458,1267,806,332,-48950,12329,-316162,-33,83,88,6926,550853
459,1210,804,339,-48950,10375,-312988,-33,83,88,6926,550858
458,1156,785,324,-50048,10742,-319335,-33,83,88,6926,550863
458,1119,777,287,-52856,15991,-317016,-33,83,88,6926,550868
459,1082,753,251,-53466,14892,-309570,-33,83,88,6926,550873
458,1072,736,205,-50537,17333,-317504,-33,83,88,6926,550878
458,1068,730,156,-46875,33325,-301391,-33,83,88,6926,550883
459,1068,714,103,-48950,32836,-317871,-26,85,89,6924,550888
458,1082,720,80,-52612,32592,-304443,-26,85,89,6924,550893
459,1072,705,41,-45166,36499,-310913,-26,85,89,6924,550898
458,1054,728,33,-42724,51757,-298461,-26,85,89,6924,550903
458,1023,724,23,-37109,51635,-296875,-26,85,89,6924,550908
458,984,750,27,-40161,65795,-285888,-26,85,89,6924,550913
458,910,753,50,-36743,63232,-277954,-26,85,89,6924,550918
458,828,810,64,-28930,68725,-277954,-18,82,91,6923,550923
457,728,839,91,-23315,71655,-280517,-18,82,91,6923,550928
458,638,871,113,-27832,75317,-270629,-18,82,91,6923,550933
458,578,880,160,-20141,72143,-263427,-18,82,91,6923,550938
459,523,898,189,-14282,75439,-266357,-18,82,91,6923,550943
459,492,884,238,-14160,67871,-256225,-18,82,91,6923,550948
458,464,884,267,-8911,57617,-258300,-18,82,91,6923,550953
459,433,878,291,-12451,64453,-245605,-13,81,92,6925,550958
458,419,855,304,-5981,51147,-245483,-13,81,92,6925,550963
457,388,843,294,-11474,53588,-237426,-13,81,92,6925,550968
459,345,808,279,-1098,48950,-225341,-13,81,92,6925,550973
458,296,775,255,-1586,37841,-232910,-13,81,92,6925,550978
460,210,734,224,-4028,27832,-221923,-13,81,92,6925,550983
460,140,701,197,2197,34912,-223510,-13,81,92,6925,550988
458,91,669,167,1831,24658,-229858,-10,79,91,6924,550993
460,52,634,138,9277,23193,-221069,-10,79,91,6924,550998
458,50,601,123,7812,21850,-215942,-10,79,91,6924,551003
458,52,564,103,11352,25146,-215820,-10,79,91,6924,551008
458,62,539,91,7690,17211,-226318,-10,79,91,6924,551013
458,82,494,72,10253,24169,-220581,-10,79,91,6924,551018
460,87,460,58,11840,26855,-216796,-10,79,91,6924,551023
459,89,429,56,16113,31860,-210449,-5,75,91,6925,551028
458,74,402,54,24658,36865,-211425,-5,75,91,6925,551033
459,62,396,21,17456,37109,-207519,-5,75,91,6925,551038
458,56,369,42,24414,42602,-213745,-5,75,91,6925,551043
459,50,355,25,23437,42846,-211059,-5,75,91,6925,551048
458,50,349,19,29296,48339,-207519,-5,75,91,6925,551053
458,56,322,13,32226,54687,-207641,-5,75,91,6925,551058
460,70,312,-7,33569,57739,-200195,-2,72,90,6924,551063
458,99,287,-3,31250,65795,-192749,-2,72,90,6924,551068
460,119,287,-9,32348,61767,-191406,-2,72,90,6924,551073
458,134,291,-7,40649,70068,-187622,-2,72,90,6924,551078
458,144,302,0,38452,74951,-186645,-2,72,90,6924,551083
460,156,324,7,30639,71166,-175415,-2,72,90,6924,551088
459,150,345,23,44433,74462,-169677,0,70,91,6924,551093
458,142,378,44,40527,68969,-163452,0,70,91,6924,551098
458,136,412,50,48828,66040,-153930,0,70,91,6924,551103
460,128,445,64,53222,69335,-150512,0,70,91,6924,551108
459,126,482,78,55419,68359,-142089,0,70,91,6924,551113
458,138,509,91,44067,60546,-136230,0,70,91,6924,551118
458,144,541,99,49316,57617,-119750,0,70,91,6924,551123
458,144,572,119,58715,63354,-112304,1,68,87,6925,551128
458,160,603,140,54199,48461,-93383,1,68,87,6925,551133
458,160,628,164,55297,43823,-83007,1,68,87,6925,551138
458,156,650,179,54565,35888,-81909,1,68,87,6925,551143
460,193,685,197,53344,31982,-66894,1,68,87,6925,551148
458,136,714,199,48339,23559,-54321,1,68,87,6925,551153
459,132,730,234,43212,14160,-39184,1,68,87,6925,551158
457,154,761,251,50415,10620,-22705,3,66,87,6925,551163
458,164,775,246,43457,3295,-15625,3,66,87,6925,551168
458,181,794,242,36743,3051,-10131,3,66,87,6925,551173
458,183,806,244,39062,-6713,1342,3,66,87,6925,551178
458,189,839,236,42114,-5859,20629,3,66,87,6925,551183
457,191,861,238,32714,-8789,29174,3,66,87,6925,551188
458,193,875,248,30761,-11840,39184,3,66,87,6925,551193
458,179,902,257,27954,-7446,53344,3,65,86,6923,551198
459,150,919,275,19897,-7324,60546,3,65,86,6923,551203
458,134,949,277,17089,-6225,62988,3,65,86,6923,551208
458,119,970,277,13061,-5981,71533,3,65,86,6923,551213
458,95,982,281,5493,-5493,75317,3,65,86,6923,551218
458,72,1000,273,4638,2929,78613,3,65,86,6923,551223
458,50,1013,269,732,854,81909,3,65,86,6923,551228
459,37,1013,248,-1220,5737,88500,4,67,86,6923,551233
458,5,1009,218,-9521,13183,96435,4,67,86,6923,551238
458,-31,1011,207,-11352,15380,92895,4,67,86,6923,551243
460,-76,1021,175,-12084,22094,88867,4,67,86,6923,551248
458,-101,1011,173,-21728,20019,84350,4,67,86,6923,551253
458,-125,1015,156,-19165,21850,83618,4,67,86,6923,551258
457,-142,1001,136,-18798,23559,80566,4,67,86,6923,551263
458,-164,1001,140,-22094,36743,77514,2,70,86,6924,551268
457,-183,1009,128,-24414,31005,80810,2,70,86,6924,551273
458,-187,1013,115,-24169,34301,70800,2,70,86,6924,551278
458,-205,1013,105,-24902,36376,58349,2,70,86,6924,551283
458,-220,1015,97,-31860,29785,64819,2,70,86,6924,551288
458,-238,1019,95,-27221,34790,59936,2,70,86,6924,551293
460,-269,1025,103,-26977,35034,49804,2,70,86,6924,551298
458,-275,1023,91,-27343,37597,42846,1,69,84,6922,551303
458,-281,1021,93,-24169,39672,39916,1,69,84,6922,551308
457,-281,1025,91,-31250,40283,30029,1,69,84,6922,551313
458,-277,1025,91,-33203,35400,30029,1,69,84,6922,551318
458,-267,1037,89,-29052,35156,24536,1,69,84,6922,551323
458,-257,1044,82,-30273,31005,9033,1,69,84,6922,551328
458,-259,1052,80,-28930,29174,7324,1,69,84,6922,551333
457,-259,1052,68,-16967,30639,4150,-1,71,84,6925,551338
459,-248,1054,58,-24047,31494,2563,-1,71,84,6925,551343
458,-240,1068,44,-19653,27709,7934,-1,71,84,6925,551348
458,-228,1066,37,-22216,21118,-9887,-1,71,84,6925,551353
457,-220,1074,37,-19775,23437,-6469,-1,71,84,6925,551358
458,-216,1076,33,-13305,26977,-18676,-1,71,84,6925,551363
458,-210,1083,46,-6469,24536,-13549,1,70,84,6924,551368
457,-207,1085,44,-12207,23437,-13183,1,70,84,6924,551373
458,-201,1095,58,-3417,19897,-14526,1,70,84,6924,551378
458,-193,1107,60,366,24169,-15380,1,70,84,6924,551383
460,-185,1099,70,-3784,23925,-18798,1,70,84,6924,551388
459,-177,1099,82,-6225,25634,-16235,1,70,84,6924,551393
458,-179,1097,80,1953,27343,-13061,1,70,84,6924,551398
459,-179,1091,83,3173,25756,-19165,0,71,85,6922,551403
459,-185,1078,93,1220,15869,-18920,0,71,85,6922,551408
457,-181,1072,89,3784,20263,-25390,0,71,85,6922,551413
458,-189,1062,91,7934,20019,-20507,0,71,85,6922,551418
458,-185,1050,89,-1586,18798,-16967,0,71,85,6922,551423
458,-193,1050,91,6835,20629,-17089,0,71,85,6922,551428
458,-203,1041,91,11962,24780,-13549,0,71,85,6922,551433
460,-203,1029,93,6591,22705,-21728,0,70,84,6925,551438
458,-212,1019,93,15380,20629,-24658,0,70,84,6925,551443
458,-234,1013,99,17944,27587,-21484,0,70,84,6925,551448
458,-257,1021,107,10986,23559,-28564,0,70,84,6925,551453
457,-257,1015,117,9643,25146,-26977,0,70,84,6925,551458
458,-275,1017,140,16601,31250,-27221,0,70,84,6925,551463
458,-279,1019,160,11474,26611,-21484,0,70,84,6925,551468
460,-294,1023,169,10864,31982,-25146,0,69,82,6925,551473
458,-287,1027,197,14526,28198,-23559,0,69,82,6925,551478
459,-291,1025,212,9521,25756,-25634,0,69,82,6925,551483
458,-294,1021,216,7934,32714,-27465,0,69,82,6925,551488
460,-292,1013,218,12084,27221,-34912,0,69,82,6925,551493
458,-289,1009,210,8422,27832,-27832,0,69,82,6925,551498
460,-283,1001,210,5004,26367,-37963,0,69,82,6925,551503
458,-265,1001,208,6469,24536,-32836,1,68,81,6925,551508
459,-251,998,205,6835,22094,-36743,1,68,81,6925,551513
458,-240,996,197,122,26000,-34301,1,68,81,6925,551518
459,-226,986,187,5004,27221,-33569,1,68,81,6925,551523
458,-216,992,183,-1831,26123,-37597,1,68,81,6925,551528
459,-201,982,179,976,28930,-34790,1,68,81,6925,551533
458,-195,988,183,-9887,28320,-38085,1,68,81,6925,551538
457,-185,986,181,-7690,30761,-40161,2,67,82,6925,551543
458,-189,980,179,-6103,32592,-32226,2,67,82,6925,551548
458,-193,980,175,-11718,28076,-33203,2,67,82,6925,551553
458,-195,974,177,-10864,28686,-39306,2,67,82,6925,551558
458,-187,970,173,-9887,29785,-28442,2,67,82,6925,551563
458,-191,972,171,-12451,27709,-31372,2,67,82,6925,551568
458,-179,964,160,-11718,22949,-28808,2,67,82,6925,551573
459,-175,964,160,-9765,27221,-18798,2,68,81,6924,551578
459,-156,966,156,-19042,28320,-30151,2,68,81,6924,551583
458,-134,958,150,-17578,20996,-26367,2,68,81,6924,551588
458,-117,974,140,-26733,25756,-20996,2,68,81,6924,551593
458,-95,962,136,-19653,27343,-22338,2,68,81,6924,551598
458,-70,957,126,-21850,23315,-24047,2,68,81,6924,551603
459,-54,953,115,-18188,33935,-11840,3,68,81,6924,551608
458,-50,951,99,-24414,31982,-15747,3,68,81,6924,551613
458,-42,931,101,-23803,27465,-10742,3,68,81,6924,551618
458,-54,947,91,-22460,28442,-9643,3,68,81,6924,551623
458,-68,923,91,-24780,31738,-1831,3,68,81,6924,551628
458,-72,935,78,-28320,34912,-1220,3,68,81,6924,551633
457,-87,927,80,-27709,35156,-1342,3,68,81,6924,551638
459,-89,933,78,-28564,42724,8178,3,67,80,6925,551643
458,-95,929,82,-21728,24169,3295,3,67,80,6925,551648
458,-103,925,66,-23925,36254,6469,3,67,80,6925,551653
458,-105,916,56,-29296,30883,10253,3,67,80,6925,551658
458,-103,916,44,-26367,26245,12451,3,67,80,6925,551663
457,-103,902,33,-21240,25878,0,3,67,80,6925,551668
458,-95,900,35,-19409,30395,9277,3,67,80,6925,551673
457,-87,898,25,-19775,21484,10742,3,68,81,6924,551678
459,-76,900,19,-17456,31982,7080,3,68,81,6924,551683
458,-62,896,29,-9399,35156,19409,3,68,81,6924,551688
457,-54,902,25,-15869,26611,14282,3,68,81,6924,551693
458,-44,906,21,-13183,26123,10009,3,68,81,6924,551698
