ADC[mV],Beschleunigung_x[mg],Beschleunigung_y[mg],Beschleunigung_z[mg],Winkelgeschwindigkeit_x[mdeg/s],Winkelgeschwindigkeit_y[mdeg/s],Winkelgeschwindigkeit_z[mdeg/s],Magnetfeld_x[mT],Magnetfeld_y[mT],Magnetfeld_z[mT],Widerstand[A/(Vs)],Zeit[ms]
466,17,1037,85,5004,1098,1220,1,69,76,6926,545193
466,19,1031,91,-3295,-488,5126,1,69,76,6926,545198
466,11,1037,85,-1220,-4882,-2319,1,69,76,6926,545203
467,21,1039,85,1098,-2929,-1831,1,69,76,6926,545208
467,19,1033,83,-2441,-5615,3784,1,69,76,6926,545213
466,19,1039,91,-1098,732,-6835,1,69,76,6926,545218
466,21,1035,91,4516,5004,-5371,1,69,76,6926,545223
466,19,1037,91,-1464,-4150,-4150,0,71,76,6927,545228
466,15,1033,85,-1586,-366,-1831,0,71,76,6927,545233
468,25,1039,87,4516,-1464,5615,0,71,76,6927,545238
466,17,1037,87,-4150,-1953,-244,0,71,76,6927,545243
467,13,1035,89,-4272,1586,-6225,0,71,76,6927,545248
467,21,1035,91,-1342,366,-3540,0,71,76,6927,545253
466,15,1035,82,-732,-1586,-5859,0,71,76,6927,545258
468,23,1035,85,-4150,4638,4028,1,70,76,6926,545263
466,17,1029,89,-5249,-2075,-1464,1,70,76,6926,545268
466,17,1029,93,3295,-3784,-4028,1,70,76,6926,545273
466,15,1033,87,1220,5004,2197,1,70,76,6926,545278
465,19,1035,89,-2197,3051,-1342,1,70,76,6926,545283
466,19,1041,89,0,122,-3906,1,70,76,6926,545288
466,21,1033,87,-5004,4028,-1342,1,70,75,6927,545293
466,21,1031,87,-6713,2929,-9277,1,70,75,6927,545298
466,13,1031,83,-1098,4272,0,1,70,75,6927,545303
466,19,1037,85,3784,-732,8422,1,70,75,6927,545308
466,17,1039,89,-1464,0,3540,1,70,75,6927,545313
465,19,1033,85,122,2563,-610,1,70,75,6927,545318
466,17,1033,87,366,1953,2319,1,70,75,6927,545323
465,15,1035,91,976,6347,-7446,1,72,74,6925,545328
466,15,1039,93,2563,-3540,-2075,1,72,74,6925,545333
467,13,1035,85,-2685,-4028,-6591,1,72,74,6925,545338
466,13,1033,87,-1831,-488,-2563,1,72,74,6925,545343
467,23,1033,89,-2441,244,1953,1,72,74,6925,545348
466,17,1035,89,-3906,1220,2319,1,72,74,6925,545353
467,17,1031,87,976,-4272,3417,1,72,74,6925,545358
467,25,1033,85,976,1831,-4882,0,70,75,6927,545363
466,21,1039,87,4516,6591,3906,0,70,75,6927,545368
467,15,1039,87,122,4394,3417,0,70,75,6927,545373
466,15,1033,89,-5615,4150,366,0,70,75,6927,545378
466,17,1027,91,0,-6591,-4150,0,70,75,6927,545383
467,21,1039,89,-3051,1953,-1586,0,70,75,6927,545388
467,15,1039,87,2929,-2075,6103,0,70,75,6927,545393
467,15,1033,89,488,4882,366,1,70,76,6926,545398
467,21,1031,91,-2929,-488,610,1,70,76,6926,545403
466,21,1042,89,-7812,1831,-3784,1,70,76,6926,545408
466,19,1035,89,-6591,-4272,-7080,1,70,76,6926,545413
465,21,1035,89,1098,366,5249,1,70,76,6926,545418
467,17,1044,87,-1342,3173,11596,1,70,76,6926,545423
467,21,1035,89,-732,-4028,-6103,1,70,76,6926,545428
466,19,1031,85,-1586,4150,-4272,1,70,76,6927,545433
467,17,1039,87,4882,4638,1586,1,70,76,6927,545438
466,17,1029,91,-366,3417,3051,1,70,76,6927,545443
466,17,1037,83,122,1831,9033,1,70,76,6927,545448
466,17,1044,87,-3295,-1708,-5859,1,70,76,6927,545453
468,23,1033,87,3662,-2075,-6103,1,70,76,6927,545458
466,19,1033,87,-4150,-3540,-9277,1,70,76,6927,545463
466,25,1029,87,-122,976,4150,0,70,75,6926,545468
468,19,1033,89,-6225,-1953,-610,0,70,75,6926,545473
465,13,1035,89,488,-4150,5126,0,70,75,6926,545478
466,11,1033,87,-1098,-1464,976,0,70,75,6926,545483
466,27,1044,87,-2685,-3662,3051,0,70,75,6926,545488
466,17,1035,87,6469,7934,1586,0,70,75,6926,545493
467,15,1019,91,3417,-4394,-7202,0,70,75,6926,545498
466,23,1031,85,-1342,-5126,5371,1,71,74,6926,545503
466,13,1041,87,-1098,6469,2441,1,71,74,6926,545508
466,17,1033,89,0,854,4882,1,71,74,6926,545513
466,19,1035,87,732,3784,854,1,71,74,6926,545518
466,13,1037,89,3295,-854,-1708,1,71,74,6926,545523
466,13,1041,85,2075,1098,-2197,1,71,74,6926,545528
466,23,1035,85,5004,3051,-2563,1,71,76,6925,545533
467,17,1035,91,-2075,1220,-610,1,71,76,6925,545538
466,17,1037,89,-732,8178,122,1,71,76,6925,545543
466,17,1039,89,-976,2929,-1098,1,71,76,6925,545548
466,25,1039,89,-1953,-1220,-3540,1,71,76,6925,545553
467,23,1029,87,4028,1708,4760,1,71,76,6925,545558
466,15,1035,85,-1831,-4150,-2929,1,71,76,6925,545563
466,25,1041,87,-2929,-5737,2441,1,71,75,6925,545568
466,19,1035,87,-976,732,3906,1,71,75,6925,545573
466,19,1033,87,-2319,-4638,366,1,71,75,6925,545578
466,19,1041,83,5981,-2319,-4272,1,71,75,6925,545583
466,17,1033,89,-854,488,-5249,1,71,75,6925,545588
466,19,1029,91,1464,2563,2807,1,71,75,6925,545593
467,21,1035,89,1342,-4882,-1586,1,71,75,6925,545598
466,17,1031,85,488,3295,3417,2,70,74,6926,545603
468,21,1035,87,-2929,3906,6225,2,70,74,6926,545608
465,17,1033,87,5859,5004,-4150,2,70,74,6926,545613
466,17,1033,83,-3662,610,244,2,70,74,6926,545618
466,17,1044,91,-1831,2319,-2685,2,70,74,6926,545623
466,17,1029,89,3906,3417,-1708,2,70,74,6926,545628
466,21,1033,87,-5615,4272,4638,2,70,74,6926,545633
465,17,1035,85,4150,3540,-3295,0,70,74,6926,545638
466,25,957,89,5126,3173,5981,0,70,74,6926,545643
466,25,1058,82,610,2441,-5004,0,70,74,6926,545648
466,15,1052,74,3051,5004,-3784,0,70,74,6926,545653
466,35,1052,83,-854,-3051,-1953,0,70,74,6926,545658
467,17,1031,80,4760,0,5615,0,70,74,6926,545663
466,11,1042,89,-4394,1098,-1586,0,70,74,6926,545668
467,1,1035,82,4150,-2807,4272,1,72,74,6925,545673
467,19,1044,85,-122,122,-8056,1,72,74,6925,545678
466,11,1039,85,-732,-3540,-4394,1,72,74,6925,545683
467,19,1027,85,1586,3173,854,1,72,74,6925,545688
466,19,1039,89,-2441,-3173,-1342,1,72,74,6925,545693
468,19,1035,87,-2929,1953,5126,1,72,74,6925,545698
466,17,1033,89,2807,2319,1342,1,72,74,6925,545703
465,19,1029,89,-1831,-2319,-3784,1,71,74,6926,545708
466,21,1029,82,488,-3784,-1220,1,71,74,6926,545713
466,11,1035,85,-244,-1342,4882,1,71,74,6926,545718
466,19,1033,89,-2197,-5493,-8911,1,71,74,6926,545723
466,23,1033,89,-1220,-610,-3173,1,71,74,6926,545728
466,19,1035,89,-6103,-2319,-4760,1,71,74,6926,545733
466,15,1033,89,-1831,-4882,-1586,1,71,74,6926,545738
466,17,1033,91,1586,1953,7446,1,71,74,6925,545743
467,25,1031,87,-976,-1831,-3540,1,71,74,6925,545748
466,19,1037,89,3173,6713,-3295,1,71,74,6925,545753
466,21,1037,83,122,-2441,854,1,71,74,6925,545758
467,19,1033,89,-5859,2197,-976,1,71,74,6925,545763
466,23,1035,89,-1098,0,7690,1,71,74,6925,545768
466,17,1035,89,2563,-122,6713,1,70,74,6926,545773
465,21,1035,89,-2197,1098,2075,1,70,74,6926,545778
466,17,1037,89,2441,3906,3540,1,70,74,6926,545783
466,19,1039,91,854,-732,3295,1,70,74,6926,545788
466,19,1039,89,-4638,-3417,1220,1,70,74,6926,545793
466,19,1037,91,5859,732,1220,1,70,74,6926,545798
466,27,1041,87,-6469,366,-1220,1,70,74,6926,545803
466,17,1033,89,-4150,9887,1464,1,70,74,6926,545808
466,17,1033,89,3906,-2197,-3540,1,70,74,6926,545813
467,23,1039,91,976,4028,-2197,1,70,74,6926,545818
466,19,1033,85,-1953,1464,-1342,1,70,74,6926,545823
466,17,1033,85,2197,-1342,-244,1,70,74,6926,545828
466,17,1039,85,-1342,-4150,-4516,1,70,74,6926,545833
466,25,1029,89,-3295,-1342,-1831,1,70,74,6926,545838
466,25,1037,89,4272,-732,-5981,1,71,74,6924,545843
467,19,1027,89,366,-244,2075,1,71,74,6924,545848
466,19,1037,85,-2319,-7690,-2319,1,71,74,6924,545853
466,15,1033,89,2075,-1342,122,1,71,74,6924,545858
466,19,1037,87,4150,4394,8666,1,71,74,6924,545863
466,19,1031,89,3051,2685,-1586,1,71,74,6924,545868
466,13,1037,91,-4150,-244,-3417,1,71,74,6924,545873
466,21,1025,87,-2685,0,1098,0,70,74,6926,545878
466,17,1031,91,4150,3906,4760,0,70,74,6926,545883
466,17,1025,83,-732,-854,-4272,0,70,74,6926,545888
466,17,1035,91,2929,-4760,-3051,0,70,74,6926,545893
467,17,1037,87,-2807,-3784,-3051,0,70,74,6926,545898
466,17,1035,91,3417,2319,-2685,0,70,74,6926,545903
466,17,1037,89,0,2807,3906,0,70,74,6926,545908
466,17,1035,89,-6103,3906,-6958,1,71,74,6927,545913
467,25,1029,89,4638,-5126,854,1,71,74,6927,545918
466,19,1039,91,2319,732,6591,1,71,74,6927,545923
466,11,1039,89,1831,-5371,3295,1,71,74,6927,545928
467,15,1033,87,2563,1953,-1831,1,71,74,6927,545933
465,21,1037,89,-2929,-1831,-854,1,71,74,6927,545938
466,19,1035,89,-2685,-854,-3540,1,71,74,6927,545943
466,17,1031,89,-3295,-610,-4882,0,71,74,6926,545948
467,21,1037,89,0,-1708,-4882,0,71,74,6926,545953
467,21,1033,85,-6958,-244,244,0,71,74,6926,545958
466,23,1037,89,-7568,1708,-3906,0,71,74,6926,545963
467,15,1021,93,5615,4516,-2197,0,71,74,6926,545968
466,27,1025,89,976,1953,8666,0,71,74,6926,545973
467,13,1025,89,976,-4516,-2685,0,71,74,6926,545978
467,13,1033,87,-1831,2807,4882,0,71,74,6925,545983
466,17,1046,91,-3173,-610,-4882,0,71,74,6925,545988
466,15,1041,89,-976,-488,-4882,0,71,74,6925,545993
467,17,1033,87,122,-3540,2807,0,71,74,6925,545998
466,17,1031,87,4516,-1831,-1953,0,71,74,6925,546003
466,19,1037,87,488,2197,-244,0,71,74,6925,546008
466,17,1037,89,3784,-1831,-2197,0,71,74,6925,546013
466,19,1033,85,3662,1586,2929,1,70,75,6926,546018
466,13,1033,87,2563,3662,-244,1,70,75,6926,546023
466,19,1027,87,-2075,-3173,5737,1,70,75,6926,546028
466,19,1025,87,-122,244,-1953,1,70,75,6926,546033
466,19,1033,89,-732,5004,1708,1,70,75,6926,546038
467,23,1037,91,3906,-4028,3662,1,70,75,6926,546043
466,17,1031,89,1953,1464,3784,2,71,74,6926,546048
466,17,1041,82,0,-2319,2319,2,71,74,6926,546053
466,13,1041,83,2685,-1953,-732,2,71,74,6926,546058
466,15,1039,87,0,488,-5615,2,71,74,6926,546063
466,21,1039,85,-1342,-1220,-1342,2,71,74,6926,546068
466,15,1033,85,-976,-3662,-976,2,71,74,6926,546073
466,21,1042,87,610,1953,-1098,2,71,74,6926,546078
467,15,1031,85,1708,3051,3662,1,70,74,6927,546083
467,21,1037,91,6713,610,-732,1,70,74,6927,546088
466,23,1039,87,1220,4272,1464,1,70,74,6927,546093
466,15,1033,91,-1831,-976,-2685,1,70,74,6927,546098
466,21,1033,85,5126,1464,7202,1,70,74,6927,546103
466,21,1031,85,-6958,-976,4028,1,70,74,6927,546108
466,19,1035,85,-1464,4150,-244,1,70,74,6927,546113
466,27,1039,80,-4394,-2441,6713,1,71,74,6925,546118
466,13,1033,87,-1098,0,-8300,1,71,74,6925,546123
466,23,1033,89,976,-3540,-4394,1,71,74,6925,546128
466,15,1033,87,-3051,244,-4638,1,71,74,6925,546133
467,17,1029,89,-4028,-3906,-976,1,71,74,6925,546138
466,17,1031,85,732,-2319,3784,1,71,74,6925,546143
466,13,1033,91,4028,5493,-122,1,71,74,6925,546148
466,17,1037,85,-610,10498,854,1,69,73,6925,546153
466,19,1041,87,2563,976,2807,1,69,73,6925,546158
466,23,1035,85,2319,854,2441,1,69,73,6925,546163
466,19,1039,85,976,366,366,1,69,73,6925,546168
466,13,1035,89,3295,-5004,1953,1,69,73,6925,546173
466,15,1031,83,2319,732,-2563,1,69,73,6925,546178
466,21,1029,89,4516,0,-3906,1,69,73,6925,546183
466,11,1048,87,5615,-122,366,0,71,74,6925,546188
466,19,1031,89,-8789,-610,-488,0,71,74,6925,546193
466,23,1033,91,2685,-1708,4150,0,71,74,6925,546198
467,21,1033,91,732,5004,3417,0,71,74,6925,546203
466,21,1041,91,244,-3051,-4516,0,71,74,6925,546208
466,23,1035,91,-1098,4882,-4028,0,71,74,6925,546213
466,23,1035,87,-5493,488,-6103,0,71,74,6925,546218
466,23,1039,87,610,-3906,-732,1,70,74,6925,546223
466,17,1039,91,-366,-4882,-1708,1,70,74,6925,546228
466,19,1033,89,9277,3906,-366,1,70,74,6925,546233
466,17,1031,85,-3173,-2197,-1098,1,70,74,6925,546238
466,23,1039,87,-1708,2441,4638,1,70,74,6925,546243
466,23,1031,87,2075,2929,-2441,1,70,74,6925,546248
467,17,1033,89,-3295,-3295,366,1,70,74,6925,546253
466,21,1031,82,5493,2807,4516,0,71,74,6926,546258
467,21,1037,87,-4394,-2685,-2685,0,71,74,6926,546263
466,15,1039,89,-3295,976,-2441,0,71,74,6926,546268
466,17,1035,89,0,-2441,-3906,0,71,74,6926,546273
466,13,1039,89,2075,-1342,-3173,0,71,74,6926,546278
467,19,1041,89,3295,976,2563,0,71,74,6926,546283
467,17,1037,87,-1342,-610,-8789,1,71,74,6927,546288
466,21,1031,89,4272,-1831,7568,1,71,74,6927,546293
467,19,1027,87,2319,5126,-2929,1,71,74,6927,546298
466,15,1039,89,3173,-3540,1342,1,71,74,6927,546303
466,21,1031,89,-2563,-5493,-7568,1,71,74,6927,546308
467,17,1039,89,-3417,-854,1708,1,71,74,6927,546313
467,21,1031,89,-366,-1464,3906,1,71,74,6927,546318
466,19,1035,85,976,3784,1708,1,71,74,6925,546323
467,17,1039,91,-5493,3295,-4394,1,71,74,6925,546328
466,19,1037,87,-976,732,-610,1,71,74,6925,546333
466,17,1033,89,976,-122,-1586,1,71,74,6925,546338
466,21,1033,89,-2075,-2807,-854,1,71,74,6925,546343
466,19,1033,85,2685,2319,-488,1,71,74,6925,546348
467,15,1035,87,366,6103,11474,1,71,74,6925,546353
466,17,1035,87,2685,-488,4638,1,70,74,6926,546358
468,15,1033,89,-1586,-122,-4516,1,70,74,6926,546363
467,19,1039,89,6591,3906,122,1,70,74,6926,546368
466,23,1033,89,-1586,-5126,488,1,70,74,6926,546373
467,21,1037,87,610,0,488,1,70,74,6926,546378
467,21,1039,89,-1708,5493,3417,1,70,74,6926,546383
466,17,1033,87,-610,-2075,1953,1,70,74,6926,546388
466,21,1033,85,-1098,-244,4760,1,72,74,6926,546393
467,21,1037,89,3051,1220,-6103,1,72,74,6926,546398
467,11,1037,87,3295,-976,-2197,1,72,74,6926,546403
468,19,1031,87,5004,-732,366,1,72,74,6926,546408
467,15,1041,89,1098,-1586,-610,1,72,74,6926,546413
467,19,1033,89,244,244,5126,1,72,74,6926,546418
467,19,1031,87,-610,-1342,-7324,1,72,74,6926,546423
466,17,1033,89,-2929,122,122,1,70,74,6925,546428
466,15,1039,91,1342,-4516,-2685,1,70,74,6925,546433
466,19,1033,91,-1831,5737,3173,1,70,74,6925,546438
465,15,1039,87,1831,2563,-3784,1,70,74,6925,546443
466,15,1037,85,-3906,488,2319,1,70,74,6925,546448
466,19,1039,91,-2563,-2319,3540,1,70,74,6925,546453
466,19,1041,89,-4150,-3051,2319,1,70,74,6925,546458
467,23,1033,91,-1098,0,-5859,0,71,74,6924,546463
466,19,1037,91,3173,1586,-5859,0,71,74,6924,546468
467,21,1037,89,-1342,1098,-9277,0,71,74,6924,546473
465,17,1039,85,122,2197,-2197,0,71,74,6924,546478
466,17,1037,91,-1586,-732,-5981,0,71,74,6924,546483
467,19,1037,87,-5737,488,366,0,71,74,6924,546488
466,17,1033,87,-1220,4028,-6958,0,71,74,6924,546493
466,15,1031,85,5004,11108,8178,0,71,74,6926,546498
467,17,1033,89,-4394,-3173,3051,0,71,74,6926,546503
466,15,1029,89,-610,0,-1708,0,71,74,6926,546508
468,21,1031,87,3784,-610,2807,0,71,74,6926,546513
467,21,1037,85,1220,0,7934,0,71,74,6926,546518
466,21,1033,87,-4272,-2685,488,0,71,74,6926,546523
466,21,1035,87,1342,-5981,2563,0,71,74,6926,546528
465,17,1031,91,6103,3295,8178,1,71,74,6925,546533
467,23,1031,87,2563,3295,-1220,1,71,74,6925,546538
466,21,1031,89,3784,2197,4760,1,71,74,6925,546543
466,15,1039,91,-1342,1708,-5126,1,71,74,6925,546548
466,15,1037,89,-1220,-366,3417,1,71,74,6925,546553
466,17,1035,87,-3295,-976,1464,1,71,74,6925,546558
467,23,1035,91,3662,3173,1831,0,70,74,6926,546563
466,13,1035,87,5737,0,-6591,0,70,74,6926,546568
467,23,1035,83,8178,3906,9765,0,70,74,6926,546573
467,15,1035,87,854,1953,6591,0,70,74,6926,546578
467,27,1029,89,1708,-366,-610,0,70,74,6926,546583
466,17,1033,83,-366,4760,6958,0,70,74,6926,546588
466,13,1029,89,-4394,-3173,-610,0,70,74,6926,546593
466,15,1044,89,3173,-1708,4150,2,71,76,6924,546598
466,17,1041,89,-4516,-1098,-3540,2,71,76,6924,546603
468,19,1039,87,-4516,-7324,-3295,2,71,76,6924,546608
466,15,1042,87,3173,-3662,-3662,2,71,76,6924,546613
467,17,1031,85,0,-4882,-7202,2,71,76,6924,546618
467,17,1044,89,122,-3173,3417,2,71,76,6924,546623
465,15,1037,89,-732,488,5737,2,71,76,6924,546628
467,13,1033,89,-3051,-610,6469,0,70,74,6923,546633
465,21,1027,91,2075,-610,-4882,0,70,74,6923,546638
466,17,1029,87,6591,3540,3051,0,70,74,6923,546643
466,23,1037,89,-4028,3540,-610,0,70,74,6923,546648
466,17,1035,82,-8056,-4760,-1342,0,70,74,6923,546653
466,17,1041,89,-3295,854,-3784,0,70,74,6923,546658
465,17,1035,89,-366,3784,4760,0,70,74,6923,546663
466,19,1037,91,-366,7812,4150,1,71,73,6925,546668
467,17,1033,87,-4272,1220,-3906,1,71,73,6925,546673
466,15,1035,91,-6103,-1342,-3662,1,71,73,6925,546678
466,19,1046,89,0,0,-5981,1,71,73,6925,546683
466,17,1041,91,976,732,-3906,1,71,73,6925,546688
466,15,1042,89,2075,1220,-732,1,71,73,6925,546693
466,19,1041,85,732,-854,-5249,1,71,73,6925,546698
466,23,1029,91,-3295,0,4272,1,71,74,6925,546703
467,29,1027,83,2319,-122,-2441,1,71,74,6925,546708
466,19,1023,83,366,488,-3295,1,71,74,6925,546713
465,17,1019,85,-6347,-366,-1342,1,71,74,6925,546718
467,19,1025,89,-732,-2807,5249,1,71,74,6925,546723
466,23,1037,91,2807,3540,1464,1,71,74,6925,546728
465,19,1039,85,2807,-1342,-8789,1,71,74,6925,546733
466,17,1041,87,732,3417,0,1,71,74,6924,546738
466,13,1039,89,-854,6347,-4028,1,71,74,6924,546743
466,15,1037,89,5249,0,2319,1,71,74,6924,546748
465,15,1031,89,-5371,5737,-244,1,71,74,6924,546753
465,19,1037,91,-244,3540,2075,1,71,74,6924,546758
465,19,1037,91,9155,6469,-366,1,71,74,6924,546763
468,21,1037,89,-3906,-6103,-2685,1,71,74,6924,546768
465,17,1039,91,-244,-3784,-3417,1,70,75,6926,546773
466,15,1033,89,1098,-4760,3662,1,70,75,6926,546778
465,19,1039,89,1342,-244,-732,1,70,75,6926,546783
466,19,1035,91,-3662,2441,-5249,1,70,75,6926,546788
466,17,1039,89,1586,1953,-488,1,70,75,6926,546793
465,19,1031,87,-2929,-2075,-4028,1,70,75,6926,546798
466,11,1035,89,-4150,488,366,1,71,74,6924,546803
466,19,1035,87,4028,-1220,5493,1,71,74,6924,546808
466,19,1033,91,1220,-1586,366,1,71,74,6924,546813
466,21,1031,89,4760,6713,3417,1,71,74,6924,546818
467,21,1033,87,-4394,-2929,-976,1,71,74,6924,546823
466,19,1033,89,-1220,4272,4760,1,71,74,6924,546828
466,19,1033,89,-5371,-2197,-6835,1,71,74,6924,546833
466,15,1035,83,-732,1953,-2075,1,71,74,6925,546838
466,21,1041,87,6469,5004,2441,1,71,74,6925,546843
466,15,1039,83,-122,1464,6713,1,71,74,6925,546848
466,15,1031,87,-1098,2929,-488,1,71,74,6925,546853
466,15,1037,87,-122,-1220,0,1,71,74,6925,546858
466,21,1035,89,7568,3906,4760,1,71,74,6925,546863
466,17,1035,82,-732,3417,-3051,1,71,74,6925,546868
466,19,1037,91,2075,1953,-4150,0,72,74,6926,546873
466,17,1037,91,-366,3295,2441,0,72,74,6926,546878
466,17,1031,87,-8789,-6103,-2319,0,72,74,6926,546883
467,19,1033,89,5004,2685,-4760,0,72,74,6926,546888
466,17,1037,89,-610,-1953,-10742,0,72,74,6926,546893
466,23,1041,89,1342,3173,3662,0,72,74,6926,546898
465,11,1033,89,-976,-2807,6103,0,72,74,6926,546903
466,21,1041,89,1464,976,-3051,1,71,74,6925,546908
465,19,1035,85,-122,-1708,-2563,1,71,74,6925,546913
465,15,1035,87,2563,0,0,1,71,74,6925,546918
466,19,1031,87,3051,3295,-122,1,71,74,6925,546923
466,21,1029,89,488,-2075,1098,1,71,74,6925,546928
466,17,1031,91,-3295,-5249,-3051,1,71,74,6925,546933
467,17,1031,89,366,4028,-3295,1,71,74,6925,546938
466,15,1037,89,2441,3295,1953,1,72,74,6924,546943
465,17,1037,85,-1831,-6958,1831,1,72,74,6924,546948
466,15,1031,89,2563,-1586,-488,1,72,74,6924,546953
468,21,1027,85,9643,-976,1098,1,72,74,6924,546958
466,17,1033,82,732,1831,-2685,1,72,74,6924,546963
466,21,1033,87,2807,5126,5371,1,72,74,6924,546968
466,15,1035,87,2807,2075,-5859,1,72,74,6924,546973
466,19,1039,89,4760,1831,-4028,1,71,74,6925,546978
466,23,1035,91,2075,2197,-732,1,71,74,6925,546983
467,13,1035,89,-2807,732,-5493,1,71,74,6925,546988
466,15,1027,89,1953,-2075,4760,1,71,74,6925,546993
466,19,1033,87,2929,-2441,1586,1,71,74,6925,546998
468,19,1033,89,-1342,-5004,-6591,1,71,74,6925,547003
466,19,1037,89,-122,-5004,-7446,1,71,74,6925,547008
466,13,1033,93,2807,-2075,732,0,71,74,6926,547013
466,21,1041,89,-2319,4760,3906,0,71,74,6926,547018
466,21,1037,91,-1953,1464,-610,0,71,74,6926,547023
466,19,1037,89,-3417,3662,1342,0,71,74,6926,547028
467,21,1037,87,2197,122,3784,0,71,74,6926,547033
466,19,1033,89,-4272,-5126,-244,0,71,74,6926,547038
466,19,1037,89,7568,2197,6469,1,71,73,6925,547043
466,19,1037,87,-3295,-1586,1708,1,71,73,6925,547048
467,17,1031,89,5493,3417,6835,1,71,73,6925,547053
467,19,1033,87,976,-10986,2807,1,71,73,6925,547058
468,17,1041,89,2197,-4638,-4028,1,71,73,6925,547063
467,29,1035,87,8178,7690,5126,1,71,73,6925,547068
466,21,1033,91,-4760,-4516,9033,1,71,73,6925,547073
467,19,1035,89,4150,1098,2929,1,71,73,6926,547078
467,21,1031,87,2075,5615,-4394,1,71,73,6926,547083
467,19,1037,87,3173,3417,732,1,71,73,6926,547088
467,23,1037,91,-976,-6347,1220,1,71,73,6926,547093
466,21,1031,89,-5493,-3906,-1831,1,71,73,6926,547098
467,21,1035,91,-1464,-4394,-1220,1,71,73,6926,547103
466,17,1035,87,-2807,2685,1586,1,71,73,6926,547108
467,17,1042,87,-4394,-366,4272,1,71,74,6925,547113
466,21,1037,91,-8789,-2807,610,1,71,74,6925,547118
466,19,1037,91,-3906,-5493,-1953,1,71,74,6925,547123
466,15,1041,91,5859,-3051,-8789,1,71,74,6925,547128
467,15,1033,89,-1953,-1586,-2319,1,71,74,6925,547133
466,17,1041,91,2563,1586,-6103,1,71,74,6925,547138
466,21,1031,91,366,732,-7690,1,71,74,6925,547143
466,17,1033,89,2319,2563,-1953,1,71,74,6924,547148
467,21,1031,91,3173,4272,2197,1,71,74,6924,547153
465,21,1033,89,-1586,-4150,-1831,1,71,74,6924,547158
466,19,1044,91,-1586,-2197,2197,1,71,74,6924,547163
466,19,1039,91,-3417,-1708,3784,1,71,74,6924,547168
465,15,1033,89,7568,-2197,1098,1,71,74,6924,547173
466,15,1031,87,0,-5249,-3540,1,71,74,6924,547178
466,17,1035,87,-610,-1220,1342,0,72,74,6924,547183
466,19,1041,89,2319,-2929,-4272,0,72,74,6924,547188
467,23,1039,91,1831,1953,854,0,72,74,6924,547193
466,23,1033,91,0,-488,244,0,72,74,6924,547198
467,21,1039,89,2441,610,-4516,0,72,74,6924,547203
466,19,1035,83,-4272,-3417,3051,0,72,74,6924,547208
466,15,1035,93,-1220,244,6103,0,72,74,6924,547213
467,21,1037,89,3784,6835,-3784,0,70,74,6924,547218
467,21,1039,85,5737,-2319,-2685,0,70,74,6924,547223
466,21,1031,85,-2807,-976,-610,0,70,74,6924,547228
467,9,1037,91,1342,-6103,-2319,0,70,74,6924,547233
467,25,1031,85,-5859,-3784,-1831,0,70,74,6924,547238
466,15,1035,91,-3173,-854,-5249,0,70,74,6924,547243
466,15,1033,93,2075,-122,-1220,0,70,74,6924,547248
466,21,1029,91,3540,1708,1586,0,71,74,6925,547253
465,23,1039,85,-1953,-976,-1342,0,71,74,6925,547258
465,19,1031,85,4638,244,6103,0,71,74,6925,547263
466,17,1041,91,-6103,-488,854,0,71,74,6925,547268
465,21,1039,89,-1464,-2197,0,0,71,74,6925,547273
466,19,1035,87,-1342,-4028,854,0,71,74,6925,547278
467,13,1033,87,0,-2563,1220,0,71,74,6925,547283
466,13,1031,87,-1586,-5004,-9155,0,71,74,6924,547288
467,19,1031,89,-2197,-2319,610,0,71,74,6924,547293
467,19,1035,87,-1220,2075,122,0,71,74,6924,547298
466,23,1033,89,488,3173,1220,0,71,74,6924,547303
466,17,1033,91,-6225,-1953,2197,0,71,74,6924,547308
466,15,1031,89,-244,5615,-1953,0,71,74,6924,547313
465,17,1035,87,-2319,-8056,-3540,1,70,74,6925,547318
466,19,1031,91,-3173,244,-4028,1,70,74,6925,547323
466,19,1039,89,-3295,1586,3417,1,70,74,6925,547328
466,19,1039,91,-1464,-488,-2929,1,70,74,6925,547333
466,27,1037,89,-366,-3906,-3173,1,70,74,6925,547338
465,17,1041,89,-1708,3540,6469,1,70,74,6925,547343
467,19,1033,89,6103,-4028,732,1,70,74,6925,547348
466,9,1033,91,2197,-244,5615,0,71,75,6925,547353
466,17,1041,89,-4516,-2319,0,0,71,75,6925,547358
467,15,1039,89,3417,2807,2807,0,71,75,6925,547363
466,13,1048,87,-2441,3417,1220,0,71,75,6925,547368
466,13,1041,87,-4394,-5004,0,0,71,75,6925,547373
467,-9,1035,93,-976,-5249,3051,0,71,75,6925,547378
466,19,1158,89,-7202,976,8178,0,71,75,6925,547383
466,-15,1109,83,7080,4394,13061,1,71,73,6925,547388
466,17,1078,66,5981,1953,2685,1,71,73,6925,547393
467,33,1011,107,5615,3906,15258,1,71,73,6925,547398
467,7,1044,50,-488,-2075,15747,1,71,73,6925,547403
467,50,1056,54,366,-3662,9765,1,71,73,6925,547408
466,35,1039,29,2197,3784,20874,1,71,73,6925,547413
466,44,1042,78,-2807,10620,16113,1,71,73,6925,547418
466,39,1044,89,610,11352,18066,1,71,74,6924,547423
466,27,1029,115,366,7812,10375,1,71,74,6924,547428
